id,cwe,cwe_name,label,code
VULN-CWE120-039,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_38(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-039,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_38(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-039,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_38(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-039,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_38(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-CWE120-040,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_39(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-040,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_39(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-040,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_39(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-040,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_39(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-CWE120-041,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_40(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-041,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_40(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-041,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_40(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-041,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_40(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-CWE120-042,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_41(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-042,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_41(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-042,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_41(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-042,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_41(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-CWE120-043,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_42(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-043,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_42(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-043,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_42(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-043,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_42(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-CWE120-044,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_43(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-044,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_43(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-044,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_43(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-044,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_43(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-CWE120-045,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_44(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-045,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_44(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-045,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_44(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-045,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_44(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-CWE120-046,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_45(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-046,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_45(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-046,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_45(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-046,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_45(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-CWE120-047,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_46(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-047,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_46(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-047,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_46(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-047,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_46(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-CWE120-048,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_47(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-048,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_47(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-048,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_47(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-048,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_47(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-CWE120-049,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_48(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-049,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_48(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-049,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_48(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-049,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_48(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-CWE120-050,CWE-120,Buffer Copy without Checking Size of Input,1,"
void process_user_input_49(const char *input) {
    char buffer[128];
    // Unbounded string copy vulnerability
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}
"
VULN-CWE122-050,CWE-122,Heap-based Buffer Overflow,1,"
char* allocate_and_copy_49(const char *src, int len) {
    char *dest = (char*)malloc(100);
    // Unchecked heap copy with potential overflow
    for (int j = 0; j < len; j++) {
        dest[j] = src[j];
    }
    return dest;
}
"
SEC-CWE120-050,CWE-120,Secure Bounded String Copy,0,"
void process_user_input_safe_49(const char *input) {
    char buffer[128];
    if (input == NULL) return;
    // Safe bounded string copy
    strncpy(buffer, input, sizeof(buffer) - 1);
    buffer[sizeof(buffer) - 1] = '\0';
    printf(""User input: %s\n"", buffer);
}
"
SEC-CWE122-050,CWE-122,Secure Heap Allocation with Bounds Check,0,"
char* allocate_and_copy_safe_49(const char *src, size_t len) {
    if (src == NULL || len == 0 || len > 4096) return NULL;
    char *dest = (char*)malloc(len + 1);
    if (dest == NULL) return NULL;
    memcpy(dest, src, len);
    dest[len] = '\0';
    return dest;
}
"
VULN-SUBTLE-120-001,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_0(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-001,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_0(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-002,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_1(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-002,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_1(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-003,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_2(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-003,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_2(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-004,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_3(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-004,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_3(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-005,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_4(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-005,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_4(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-006,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_5(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-006,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_5(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-007,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_6(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-007,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_6(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-008,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_7(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-008,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_7(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-009,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_8(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-009,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_8(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-010,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_9(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-010,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_9(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-011,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_10(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-011,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_10(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-012,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_11(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-012,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_11(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-013,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_12(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-013,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_12(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-014,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_13(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-014,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_13(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-015,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_14(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-015,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_14(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-016,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_15(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-016,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_15(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-017,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_16(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-017,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_16(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-018,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_17(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-018,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_17(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-019,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_18(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-019,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_18(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-SUBTLE-120-020,CWE-120,Off-by-one Buffer Overflow,1,"
void parse_header_field_19(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    // Off-by-one error: <= instead of < allows writing past buffer end
    if (hdr_len <= sizeof(local_buf)) {
        memcpy(local_buf, hdr, hdr_len);
    }
}
"
SEC-SUBTLE-120-020,CWE-120,Safe Macro String Copy,0,"
void parse_header_field_safe_19(const char *hdr, size_t hdr_len) {
    char local_buf[64];
    size_t copy_len = (hdr_len < sizeof(local_buf)) ? hdr_len : (sizeof(local_buf) - 1);
    memcpy(local_buf, hdr, copy_len);
    local_buf[copy_len] = '\0';
}
"
VULN-CWE416-001,CWE-416,Use After Free,1,"
struct Session_0* create_and_cleanup_0() {
    struct Session_0 *s = (struct Session_0*)malloc(sizeof(struct Session_0));
    free(s);
    // Dangling pointer dereference after free
    s->id = 0;
    return s;
}
"
SEC-CWE416-001,CWE-416,Safe Free and Reset Pointer,0,"
void cleanup_session_safe_0(struct Session_0 **s_ptr) {
    if (s_ptr == NULL || *s_ptr == NULL) return;
    free(*s_ptr);
    *s_ptr = NULL; // Prevent dangling pointer
}
"
VULN-CWE416-002,CWE-416,Use After Free,1,"
struct Session_1* create_and_cleanup_1() {
    struct Session_1 *s = (struct Session_1*)malloc(sizeof(struct Session_1));
    free(s);
    // Dangling pointer dereference after free
    s->id = 1;
    return s;
}
"
SEC-CWE416-002,CWE-416,Safe Free and Reset Pointer,0,"
void cleanup_session_safe_1(struct Session_1 **s_ptr) {
    if (s_ptr == NULL || *s_ptr == NULL) return;
    free(*s_ptr);
    *s_ptr = NULL; // Prevent dangling pointer
}
"
